family_pfam,family_name,gene_id,gene_name,protein_id,seqid,start,end,strand,evalue,score
PF00856,SET — гистон-лизин-метилтрансфераза,gene-LOC141884376,LOC141884376,XP_074626262.1,NC_133887.1,16683462,16684555,-,1.2e-15,48.0
PF00856,SET — гистон-лизин-метилтрансфераза,gene-LOC141894058,LOC141894058,XP_074635699.1,NC_133891.1,766468,777845,+,1.8e-15,47.4
PF00856,SET — гистон-лизин-метилтрансфераза,gene-LOC141892447,LOC141892447,XP_074633830.1,NC_133882.1,21614082,21624173,+,1.9e-15,47.4
PF00856,SET — гистон-лизин-метилтрансфераза,gene-LOC141863847,LOC141863847,XP_074609640.1,NC_133894.1,13495106,13497552,-,2.1e-15,47.2
PF00856,SET — гистон-лизин-метилтрансфераза,gene-LOC141894248,LOC141894248,XP_074635926.1,NC_133882.1,9042767,9056534,-,2.5e-15,47.0
PF00856,SET — гистон-лизин-метилтрансфераза,gene-LOC141894248,LOC141894248,XP_074635929.1,NC_133882.1,9042767,9056534,-,2.5e-15,47.0
PF00856,SET — гистон-лизин-метилтрансфераза,gene-LOC141894248,LOC141894248,XP_074635944.1,NC_133882.1,9042767,9056534,-,2.5e-15,47.0
PF00856,SET — гистон-лизин-метилтрансфераза,gene-LOC141894248,LOC141894248,XP_074635936.1,NC_133882.1,9042767,9056534,-,2.5e-15,47.0
PF00856,SET — гистон-лизин-метилтрансфераза,gene-LOC141893952,LOC141893952,XP_074635550.1,NC_133891.1,88410,100263,-,3.3e-15,46.6
PF00856,SET — гистон-лизин-метилтрансфераза,gene-LOC141866037,LOC141866037,XP_074611553.1,NC_133895.1,10278749,10284253,+,3.3e-15,46.6
PF00856,SET — гистон-лизин-метилтрансфераза,gene-LOC141894281,LOC141894281,XP_074635972.1,NC_133882.1,9132077,9135712,-,8.1e-15,45.4
PF00856,SET — гистон-лизин-метилтрансфераза,gene-LOC141886117,LOC141886117,XP_074628255.1,NC_133888.1,19737985,19746685,+,1e-14,45.0
PF00856,SET — гистон-лизин-метилтрансфераза,gene-LOC141873268,LOC141873268,XP_074613313.1,NC_133883.1,22855120,22878911,+,1.1e-14,44.9
PF00856,SET — гистон-лизин-метилтрансфераза,gene-LOC141873268,LOC141873268,XP_074613312.1,NC_133883.1,22855120,22878911,+,1.1e-14,44.9
PF00856,SET — гистон-лизин-метилтрансфераза,gene-LOC141873268,LOC141873268,XP_074613311.1,NC_133883.1,22855120,22878911,+,1.1e-14,44.9
PF00856,SET — гистон-лизин-метилтрансфераза,gene-LOC141873268,LOC141873268,XP_074613314.1,NC_133883.1,22855120,22878911,+,1.1e-14,44.9
PF00856,SET — гистон-лизин-метилтрансфераза,gene-LOC141894303,LOC141894303,XP_074635999.1,NC_133882.1,9120372,9125112,+,1.8e-14,44.2
PF00856,SET — гистон-лизин-метилтрансфераза,gene-LOC141894303,LOC141894303,XP_074636007.1,NC_133882.1,9120372,9125112,+,1.8e-14,44.2
PF00856,SET — гистон-лизин-метилтрансфераза,gene-LOC141863715,LOC141863715,XP_074609488.1,NC_133894.1,16693541,16721494,+,2.2e-14,44.0
PF00856,SET — гистон-лизин-метилтрансфераза,gene-LOC141874279,LOC141874279,XP_074614574.1,NC_133883.1,1736516,1754835,-,6e-13,39.4
PF00856,SET — гистон-лизин-метилтрансфераза,gene-LOC141884264,LOC141884264,XP_074626117.1,NC_133887.1,8346963,8356913,+,6.4e-13,39.3
PF00856,SET — гистон-лизин-метилтрансфераза,gene-LOC141884264,LOC141884264,XP_074626116.1,NC_133887.1,8346963,8356913,+,6.4e-13,39.3
PF00856,SET — гистон-лизин-метилтрансфераза,gene-LOC141866913,LOC141866913,XP_074612561.1,NC_133895.1,18173619,18188388,+,7.1e-13,39.1
PF00856,SET — гистон-лизин-метилтрансфераза,gene-LOC141859408,LOC141859408,XP_074606367.1,NC_133893.1,15635804,15646901,-,8.8e-12,35.6
PF00856,SET — гистон-лизин-метилтрансфераза,gene-LOC141859408,LOC141859408,XP_074606369.1,NC_133893.1,15635804,15646901,-,8.8e-12,35.6
PF00856,SET — гистон-лизин-метилтрансфераза,gene-LOC141880934,LOC141880934,XP_074622642.1,NC_133886.1,13282752,13285597,+,1.8e-11,34.6
PF00856,SET — гистон-лизин-метилтрансфераза,gene-LOC141859805,LOC141859805,XP_074606789.1,NC_133893.1,16275649,16278832,-,2.6e-11,34.1
PF00856,SET — гистон-лизин-метилтрансфераза,gene-LOC141893951,LOC141893951,XP_074635549.1,NC_133891.1,138398,149983,+,5.1e-11,33.2
PF00856,SET — гистон-лизин-метилтрансфераза,gene-LOC141893951,LOC141893951,XP_074635548.1,NC_133891.1,138398,149983,+,5.1e-11,33.2
PF00856,SET — гистон-лизин-метилтрансфераза,gene-LOC141893951,LOC141893951,XP_074635547.1,NC_133891.1,138398,149983,+,5.1e-11,33.2
PF00856,SET — гистон-лизин-метилтрансфераза,gene-LOC141896539,LOC141896539,XP_074637876.1,NC_133892.1,1056886,1065184,-,7.7e-11,32.6
PF00856,SET — гистон-лизин-метилтрансфераза,gene-LOC141896539,LOC141896539,XP_074637877.1,NC_133892.1,1056886,1065184,-,7.7e-11,32.6
PF00856,SET — гистон-лизин-метилтрансфераза,gene-LOC141896539,LOC141896539,XP_074637875.1,NC_133892.1,1056886,1065184,-,7.7e-11,32.6
PF00856,SET — гистон-лизин-метилтрансфераза,gene-LOC141873486,LOC141873486,XP_074613593.1,NC_133883.1,12541187,12554493,-,2.1e-09,28.0
PF00856,SET — гистон-лизин-метилтрансфераза,gene-LOC141893952,LOC141893952,XP_074635551.1,NC_133891.1,88410,100263,-,2.9e-09,27.5
PF00856,SET — гистон-лизин-метилтрансфераза,gene-LOC141880279,LOC141880279,XP_074621864.1,NC_133885.1,23897775,23901776,+,5.3e-09,26.7
PF00856,SET — гистон-лизин-метилтрансфераза,gene-LOC141880279,LOC141880279,XP_074621865.1,NC_133885.1,23897775,23901776,+,5.6e-09,26.6
PF00856,SET — гистон-лизин-метилтрансфераза,gene-LOC141880279,LOC141880279,XP_074621866.1,NC_133885.1,23897775,23901776,+,5.6e-09,26.6
PF00856,SET — гистон-лизин-метилтрансфераза,gene-LOC141880279,LOC141880279,XP_074621867.1,NC_133885.1,23897775,23901776,+,5.6e-09,26.6
PF00856,SET — гистон-лизин-метилтрансфераза,gene-LOC141866423,LOC141866423,XP_074612030.1,NC_133895.1,16296224,16304838,-,1.3e-08,25.4
PF00856,SET — гистон-лизин-метилтрансфераза,gene-LOC141884455,LOC141884455,XP_074626342.1,NC_133887.1,7794646,7808649,-,1.6e-08,25.1
PF00856,SET — гистон-лизин-метилтрансфераза,gene-LOC141864198,LOC141864198,XP_074610033.1,NC_133894.1,8387009,8388045,-,2.4e-06,18.2
PF00856,SET — гистон-лизин-метилтрансфераза,gene-LOC141884266,LOC141884266,XP_074626119.1,NC_133887.1,7929803,7935391,+,7e-06,16.6
PF01429,MBD — метил-CpG-связывающий домен,gene-LOC141880591,LOC141880591,XP_074622183.1,NC_133886.1,2238107,2266093,-,3.3e-25,77.7
PF01429,MBD — метил-CpG-связывающий домен,gene-LOC141880591,LOC141880591,XP_074622182.1,NC_133886.1,2238107,2266093,-,3.3e-25,77.7
PF01429,MBD — метил-CpG-связывающий домен,gene-LOC141880591,LOC141880591,XP_074622180.1,NC_133886.1,2238107,2266093,-,3.4e-25,77.7
PF01429,MBD — метил-CpG-связывающий домен,gene-LOC141880591,LOC141880591,XP_074622181.1,NC_133886.1,2238107,2266093,-,3.4e-25,77.7
PF01429,MBD — метил-CpG-связывающий домен,gene-LOC141889257,LOC141889257,XP_074630588.1,NC_133882.1,13303402,13312278,-,9.7e-22,66.6
PF01429,MBD — метил-CpG-связывающий домен,gene-LOC141858876,LOC141858876,XP_074605823.1,NC_133892.1,15729863,15769025,+,3.3e-16,48.9
PF01429,MBD — метил-CpG-связывающий домен,gene-LOC141858876,LOC141858876,XP_074605824.1,NC_133892.1,15729863,15769025,+,3.3e-16,48.9
PF01429,MBD — метил-CpG-связывающий домен,gene-LOC141858876,LOC141858876,XP_074605822.1,NC_133892.1,15729863,15769025,+,3.3e-16,48.9
PF01429,MBD — метил-CpG-связывающий домен,gene-LOC141858876,LOC141858876,XP_074605826.1,NC_133892.1,15729863,15769025,+,3.4e-16,48.9
PF01429,MBD — метил-CpG-связывающий домен,gene-LOC141858876,LOC141858876,XP_074605827.1,NC_133892.1,15729863,15769025,+,3.4e-16,48.9
PF01429,MBD — метил-CpG-связывающий домен,gene-LOC141873139,LOC141873139,XP_074613118.1,NC_133883.1,3322300,3324311,-,8.8e-13,37.9
PF01853,MOZ_SAS — MYST-ацетилтрансфераза гистонов,gene-LOC141894073,LOC141894073,XP_074635717.1,NC_133891.1,17255478,17265822,+,2.3e-91,294.3
PF01853,MOZ_SAS — MYST-ацетилтрансфераза гистонов,gene-LOC141894073,LOC141894073,XP_074635718.1,NC_133891.1,17255478,17265822,+,2.3e-91,294.3
PF01853,MOZ_SAS — MYST-ацетилтрансфераза гистонов,gene-LOC141890183,LOC141890183,XP_074631689.1,NC_133889.1,2206262,2213110,+,3e-89,287.5
PF01853,MOZ_SAS — MYST-ацетилтрансфераза гистонов,gene-LOC141893439,LOC141893439,XP_074634947.1,NC_133890.1,404760,419637,+,2.9e-88,284.3
PF01853,MOZ_SAS — MYST-ацетилтрансфераза гистонов,gene-LOC141893439,LOC141893439,XP_074634945.1,NC_133890.1,404760,419637,+,3e-88,284.2
PF01853,MOZ_SAS — MYST-ацетилтрансфераза гистонов,gene-LOC141893439,LOC141893439,XP_074634946.1,NC_133890.1,404760,419637,+,3e-88,284.2
PF01853,MOZ_SAS — MYST-ацетилтрансфераза гистонов,gene-LOC141863291,LOC141863291,XP_074608880.1,NC_133883.1,7487241,7500718,-,9.4e-88,282.6
PF01853,MOZ_SAS — MYST-ацетилтрансфераза гистонов,gene-LOC141863291,LOC141863291,XP_074608895.1,NC_133883.1,7487241,7500718,-,9.4e-88,282.6
PF01853,MOZ_SAS — MYST-ацетилтрансфераза гистонов,gene-LOC141863291,LOC141863291,XP_074608871.1,NC_133883.1,7487241,7500718,-,9.4e-88,282.6
PF01853,MOZ_SAS — MYST-ацетилтрансфераза гистонов,gene-LOC141863291,LOC141863291,XP_074608903.1,NC_133883.1,7487241,7500718,-,9.4e-88,282.6
PF01853,MOZ_SAS — MYST-ацетилтрансфераза гистонов,gene-LOC141863291,LOC141863291,XP_074608889.1,NC_133883.1,7487241,7500718,-,9.4e-88,282.6
PF01853,MOZ_SAS — MYST-ацетилтрансфераза гистонов,gene-LOC141893439,LOC141893439,XP_074634948.1,NC_133890.1,404760,419637,+,1e-40,129.4
PF01853,MOZ_SAS — MYST-ацетилтрансфераза гистонов,gene-LOC141893439,LOC141893439,XP_074634950.1,NC_133890.1,404760,419637,+,1e-40,129.4
PF02008,zf-CXXC — CXXC цинковый палец (связывание неметилированных CpG),gene-LOC141863071,LOC141863071,XP_074608658.1,NC_133894.1,14994735,15008474,-,5e-19,58.3
PF02008,zf-CXXC — CXXC цинковый палец (связывание неметилированных CpG),gene-LOC141863071,LOC141863071,XP_074608657.1,NC_133894.1,14994735,15008474,-,6e-19,58.0
PF02008,zf-CXXC — CXXC цинковый палец (связывание неметилированных CpG),gene-LOC141892919,LOC141892919,XP_074634357.1,NC_133890.1,19088491,19106512,+,1.2e-16,50.7
PF02008,zf-CXXC — CXXC цинковый палец (связывание неметилированных CpG),gene-LOC141892919,LOC141892919,XP_074634356.1,NC_133890.1,19088491,19106512,+,1.2e-16,50.7
PF02008,zf-CXXC — CXXC цинковый палец (связывание неметилированных CpG),gene-LOC141894050,LOC141894050,XP_074635693.1,NC_133891.1,6299191,6320257,-,1.2e-16,50.7
PF02008,zf-CXXC — CXXC цинковый палец (связывание неметилированных CpG),gene-LOC141894050,LOC141894050,XP_074635694.1,NC_133891.1,6299191,6320257,-,1.2e-16,50.7
PF02008,zf-CXXC — CXXC цинковый палец (связывание неметилированных CpG),gene-LOC141894050,LOC141894050,XP_074635692.1,NC_133891.1,6299191,6320257,-,1.5e-16,50.4
PF02008,zf-CXXC — CXXC цинковый палец (связывание неметилированных CpG),gene-LOC141882846,LOC141882846,XP_074624725.1,NC_133882.1,26316122,26342292,-,1.5e-16,50.3
PF02008,zf-CXXC — CXXC цинковый палец (связывание неметилированных CpG),gene-LOC141861055,LOC141861055,XP_074608365.1,NC_133893.1,19705467,19719041,-,8e-11,32.0
PF02146,"SIR2 — сиртуин, NAD-зависимая деацетилаза",gene-LOC141890550,LOC141890550,XP_074632167.1,NC_133889.1,21858168,21867410,+,1.1e-68,220.8
PF02146,"SIR2 — сиртуин, NAD-зависимая деацетилаза",gene-LOC141890550,LOC141890550,XP_074632166.1,NC_133889.1,21858168,21867410,+,1.1e-68,220.7
PF02146,"SIR2 — сиртуин, NAD-зависимая деацетилаза",gene-LOC141874090,LOC141874090,XP_074614348.1,NC_133883.1,9367539,9378012,+,3.9e-65,209.2
PF02146,"SIR2 — сиртуин, NAD-зависимая деацетилаза",gene-LOC141858937,LOC141858937,XP_074605901.1,NC_133892.1,19590512,19596283,+,3.4e-60,193.1
PF02146,"SIR2 — сиртуин, NAD-зависимая деацетилаза",gene-LOC141858937,LOC141858937,XP_074605902.1,NC_133892.1,19590512,19596283,+,3.4e-60,193.1
PF02146,"SIR2 — сиртуин, NAD-зависимая деацетилаза",gene-LOC141858937,LOC141858937,XP_074605900.1,NC_133892.1,19590512,19596283,+,3.5e-60,193.1
PF02146,"SIR2 — сиртуин, NAD-зависимая деацетилаза",gene-LOC141876288,LOC141876288,XP_074616934.1,NC_133884.1,8286522,8302319,-,2.9e-52,167.3
PF02146,"SIR2 — сиртуин, NAD-зависимая деацетилаза",gene-LOC141876288,LOC141876288,XP_074616933.1,NC_133884.1,8286522,8302319,-,2.9e-52,167.3
PF02146,"SIR2 — сиртуин, NAD-зависимая деацетилаза",gene-LOC141876288,LOC141876288,XP_074616931.1,NC_133884.1,8286522,8302319,-,2.9e-52,167.3
PF02146,"SIR2 — сиртуин, NAD-зависимая деацетилаза",gene-LOC141894333,LOC141894333,XP_074636048.1,NC_133891.1,6970819,6973732,+,8.2e-48,152.8
PF02146,"SIR2 — сиртуин, NAD-зависимая деацетилаза",gene-LOC141876288,LOC141876288,XP_074616935.1,NC_133884.1,8286522,8302319,-,1.1e-35,113.3
PF02146,"SIR2 — сиртуин, NAD-зависимая деацетилаза",gene-LOC141897278,LOC141897278,XP_074638900.1,NC_133892.1,13961866,13970701,-,6.4e-29,91.2
PF02146,"SIR2 — сиртуин, NAD-зависимая деацетилаза",gene-LOC141858996,LOC141858996,XP_074605966.1,NC_133882.1,11771938,11792553,-,2.1e-28,89.5
PF02373,"JmjC — Jumonji-домен, деметилаза гистонов",gene-LOC141866549,LOC141866549,XP_074612175.1,NC_133895.1,17371083,17381073,+,5.9e-46,145.8
PF02373,"JmjC — Jumonji-домен, деметилаза гистонов",gene-LOC141864374,LOC141864374,XP_074610198.1,NC_133894.1,19455614,19468732,-,2e-44,140.9
PF02373,"JmjC — Jumonji-домен, деметилаза гистонов",gene-LOC141864374,LOC141864374,XP_074610199.1,NC_133894.1,19455614,19468732,-,2e-44,140.9
PF02373,"JmjC — Jumonji-домен, деметилаза гистонов",gene-LOC141892256,LOC141892256,XP_074633558.1,NC_133890.1,2790575,2812200,-,1.7e-30,95.9
PF02373,"JmjC — Jumonji-домен, деметилаза гистонов",gene-LOC141877811,LOC141877811,XP_074618934.1,NC_133884.1,24328798,24339001,+,1.1e-29,93.3
PF02373,"JmjC — Jumonji-домен, деметилаза гистонов",gene-LOC141875542,LOC141875542,XP_074615945.1,NC_133884.1,13200548,13212510,+,1.3e-26,83.4
PF02373,"JmjC — Jumonji-домен, деметилаза гистонов",gene-LOC141876385,LOC141876385,XP_074617060.1,NC_133884.1,13151898,13175836,+,4.2e-26,81.8
PF02373,"JmjC — Jumonji-домен, деметилаза гистонов",gene-LOC141886806,LOC141886806,XP_074629190.1,NC_133888.1,3674222,3681701,-,1.1e-21,67.5
PF02373,"JmjC — Jumonji-домен, деметилаза гистонов",gene-LOC141886806,LOC141886806,XP_074629188.1,NC_133888.1,3674222,3681701,-,1.7e-21,66.9
PF02373,"JmjC — Jumonji-домен, деметилаза гистонов",gene-LOC141884027,LOC141884027,XP_074625811.1,NC_133887.1,22292929,22301835,+,1e-16,51.5
PF02373,"JmjC — Jumonji-домен, деметилаза гистонов",gene-LOC141884027,LOC141884027,XP_074625810.1,NC_133887.1,22292929,22301835,+,1e-16,51.5
PF02373,"JmjC — Jumonji-домен, деметилаза гистонов",gene-LOC141884027,LOC141884027,XP_074625809.1,NC_133887.1,22292929,22301835,+,1.2e-16,51.3
PF02373,"JmjC — Jumonji-домен, деметилаза гистонов",gene-LOC141884027,LOC141884027,XP_074625805.1,NC_133887.1,22292929,22301835,+,1.3e-16,51.2
PF02373,"JmjC — Jumonji-домен, деметилаза гистонов",gene-LOC141884027,LOC141884027,XP_074625808.1,NC_133887.1,22292929,22301835,+,1.3e-16,51.2
PF02373,"JmjC — Jumonji-домен, деметилаза гистонов",gene-LOC141884027,LOC141884027,XP_074625807.1,NC_133887.1,22292929,22301835,+,1.3e-16,51.2
PF02373,"JmjC — Jumonji-домен, деметилаза гистонов",gene-LOC141884027,LOC141884027,XP_074625806.1,NC_133887.1,22292929,22301835,+,1.3e-16,51.2
PF02373,"JmjC — Jumonji-домен, деметилаза гистонов",gene-LOC141864379,LOC141864379,XP_074610207.1,NC_133894.1,19381332,19394223,+,2.4e-14,43.9
PF02373,"JmjC — Jumonji-домен, деметилаза гистонов",gene-LOC141886806,LOC141886806,XP_074629189.1,NC_133888.1,3674222,3681701,-,3.6e-14,43.3
PF02373,"JmjC — Jumonji-домен, деметилаза гистонов",gene-LOC141877683,LOC141877683,XP_074618827.1,NC_133884.1,11500216,11506968,+,1.1e-13,41.8
PF02373,"JmjC — Jumonji-домен, деметилаза гистонов",gene-LOC141873308,LOC141873308,XP_074613376.1,NC_133883.1,10278723,10307129,+,2.9e-13,40.4
PF02373,"JmjC — Jumonji-домен, деметилаза гистонов",gene-LOC141873308,LOC141873308,XP_074613377.1,NC_133883.1,10278723,10307129,+,2.9e-13,40.4
PF02373,"JmjC — Jumonji-домен, деметилаза гистонов",gene-LOC141873308,LOC141873308,XP_074613374.1,NC_133883.1,10278723,10307129,+,2.9e-13,40.4
PF02373,"JmjC — Jumonji-домен, деметилаза гистонов",gene-LOC141873308,LOC141873308,XP_074613373.1,NC_133883.1,10278723,10307129,+,2.9e-13,40.4
PF02373,"JmjC — Jumonji-домен, деметилаза гистонов",gene-LOC141873308,LOC141873308,XP_074613372.1,NC_133883.1,10278723,10307129,+,3e-13,40.4
PF02373,"JmjC — Jumonji-домен, деметилаза гистонов",gene-LOC141873308,LOC141873308,XP_074613371.1,NC_133883.1,10278723,10307129,+,3e-13,40.4
PF02373,"JmjC — Jumonji-домен, деметилаза гистонов",gene-LOC141877452,LOC141877452,XP_074618529.1,NC_133884.1,22769456,22782351,-,6.7e-12,36.0
PF02373,"JmjC — Jumonji-домен, деметилаза гистонов",gene-LOC141894050,LOC141894050,XP_074635693.1,NC_133891.1,6299191,6320257,-,7.6e-11,32.6
PF02373,"JmjC — Jumonji-домен, деметилаза гистонов",gene-LOC141894050,LOC141894050,XP_074635692.1,NC_133891.1,6299191,6320257,-,1.1e-10,32.2
PF02373,"JmjC — Jumonji-домен, деметилаза гистонов",gene-LOC141881902,LOC141881902,XP_074623933.1,NC_133886.1,10264792,10278795,-,1.2e-10,32.0
PF02373,"JmjC — Jumonji-домен, деметилаза гистонов",gene-LOC141894050,LOC141894050,XP_074635694.1,NC_133891.1,6299191,6320257,-,4.1e-10,30.3
PF02373,"JmjC — Jumonji-домен, деметилаза гистонов",gene-LOC141897312,LOC141897312,XP_074638933.1,NC_133892.1,8918700,8925547,+,6.3e-10,29.7
PF02373,"JmjC — Jumonji-домен, деметилаза гистонов",gene-LOC141873241,LOC141873241,XP_074613269.1,NC_133883.1,693316,700058,-,4e-09,27.1
PF02373,"JmjC — Jumonji-домен, деметилаза гистонов",gene-LOC141884711,LOC141884711,XP_074626659.1,NC_133887.1,4160394,4170085,-,2.6e-08,24.5
PF02373,"JmjC — Jumonji-домен, деметилаза гистонов",gene-LOC141895894,LOC141895894,XP_074637673.1,NC_133882.1,9348493,9358099,+,1.6e-07,21.9
PF02373,"JmjC — Jumonji-домен, деметилаза гистонов",gene-LOC141886449,LOC141886449,XP_074628714.1,NC_133888.1,4202521,4219251,+,2.4e-07,21.4
PF02373,"JmjC — Jumonji-домен, деметилаза гистонов",gene-LOC141886072,LOC141886072,XP_074628166.1,NC_133888.1,4142199,4146681,+,3.2e-07,21.0
PF02373,"JmjC — Jumonji-домен, деметилаза гистонов",gene-LOC141866545,LOC141866545,XP_074612169.1,NC_133895.1,17673994,17675182,-,4.5e-07,20.5
PF02373,"JmjC — Jumonji-домен, деметилаза гистонов",gene-LOC141873276,LOC141873276,XP_074613323.1,NC_133883.1,8782540,8791204,+,4.6e-07,20.5
PF02373,"JmjC — Jumonji-домен, деметилаза гистонов",gene-LOC141886717,LOC141886717,XP_074629076.1,NC_133888.1,2998683,3006717,-,5.1e-07,20.3
PF02373,"JmjC — Jumonji-домен, деметилаза гистонов",gene-LOC141883549,LOC141883549,XP_074625167.1,NC_133887.1,18024032,18038907,-,5.3e-07,20.2
PF02373,"JmjC — Jumonji-домен, деметилаза гистонов",gene-LOC141873276,LOC141873276,XP_074613322.1,NC_133883.1,8782540,8791204,+,9e-07,19.5
PF02373,"JmjC — Jumonji-домен, деметилаза гистонов",gene-LOC141884160,LOC141884160,XP_074625985.1,NC_133887.1,6798849,6809600,-,1.3e-06,19.0
PF02373,"JmjC — Jumonji-домен, деметилаза гистонов",gene-LOC141884160,LOC141884160,XP_074625984.1,NC_133887.1,6798849,6809600,-,1.4e-06,18.9
PF02373,"JmjC — Jumonji-домен, деметилаза гистонов",gene-LOC141884119,LOC141884119,XP_074625924.1,NC_133887.1,16715720,16733762,-,1.8e-06,18.5
PF02373,"JmjC — Jumonji-домен, деметилаза гистонов",gene-LOC141873777,LOC141873777,XP_074613928.1,NC_133883.1,724634,737694,-,3.5e-06,17.6
PF02373,"JmjC — Jumonji-домен, деметилаза гистонов",gene-LOC141886870,LOC141886870,XP_074629264.1,NC_133882.1,4801487,4807715,-,3.6e-06,17.6
PF02373,"JmjC — Jumonji-домен, деметилаза гистонов",gene-LOC141878526,LOC141878526,XP_074619598.1,NC_133885.1,23047164,23054317,-,4.1e-06,17.4
PF02373,"JmjC — Jumonji-домен, деметилаза гистонов",gene-LOC141879165,LOC141879165,XP_074620416.1,NC_133882.1,21720043,21722245,-,5.1e-06,17.1
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141892134,LOC141892134,XP_074633413.1,NC_133890.1,15074741,15102644,-,4.7e-62,199.3
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141879893,LOC141879893,XP_074621342.1,NC_133885.1,13059179,13157406,+,2.8e-61,196.7
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141873862,LOC141873862,XP_074614040.1,NC_133883.1,23822888,23851866,+,3.2e-54,173.7
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141866408,LOC141866408,XP_074612008.1,NC_133895.1,15926996,15948172,+,1.9e-51,164.6
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141884253,LOC141884253,XP_074626090.1,NC_133887.1,4288356,4309868,-,2.1e-24,76.2
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141889802,LOC141889802,XP_074631216.1,NC_133882.1,981510,1015027,+,7.8e-21,64.5
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141889802,LOC141889802,XP_074631225.1,NC_133882.1,981510,1015027,+,1e-20,64.1
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141891746,LOC141891746,XP_074632839.1,NC_133890.1,14942708,14943457,-,1.5e-20,63.6
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141879054,LOC141879054,XP_074620270.1,NC_133885.1,23728208,23754278,-,2.7e-20,62.8
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141897045,LOC141897045,XP_074638578.1,NC_133892.1,20625774,20646867,+,3.3e-18,55.9
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141897045,LOC141897045,XP_074638577.1,NC_133892.1,20625774,20646867,+,3.3e-18,55.9
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141897045,LOC141897045,XP_074638580.1,NC_133892.1,20625774,20646867,+,3.3e-18,55.9
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141897045,LOC141897045,XP_074638576.1,NC_133892.1,20625774,20646867,+,3.3e-18,55.9
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141897045,LOC141897045,XP_074638574.1,NC_133892.1,20625774,20646867,+,3.3e-18,55.9
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141897045,LOC141897045,XP_074638573.1,NC_133892.1,20625774,20646867,+,3.3e-18,55.9
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141897045,LOC141897045,XP_074638579.1,NC_133892.1,20625774,20646867,+,3.3e-18,55.9
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141897045,LOC141897045,XP_074638572.1,NC_133892.1,20625774,20646867,+,3.6e-18,55.8
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141877697,LOC141877697,XP_074618839.1,NC_133884.1,17971291,17987244,+,1.2e-16,50.8
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141877697,LOC141877697,XP_074618838.1,NC_133884.1,17971291,17987244,+,1.5e-16,50.5
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141858966,LOC141858966,XP_074605924.1,NC_133892.1,8732235,8745247,-,1.9e-16,50.2
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141897739,LOC141897739,XP_074639458.1,NC_133892.1,8753267,8769221,-,2.2e-16,49.9
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141860430,LOC141860430,XP_074607636.1,NC_133893.1,16324938,16342404,+,4.3e-15,45.7
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141860430,LOC141860430,XP_074607637.1,NC_133893.1,16324938,16342404,+,4.3e-15,45.7
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141860430,LOC141860430,XP_074607635.1,NC_133893.1,16324938,16342404,+,4.8e-15,45.6
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141878781,LOC141878781,XP_074619917.1,NC_133885.1,21777950,21792962,+,1.2e-14,44.3
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141893928,LOC141893928,XP_074635516.1,NC_133891.1,9791055,9841558,-,1.3e-14,44.2
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141893928,LOC141893928,XP_074635515.1,NC_133891.1,9791055,9841558,-,1.3e-14,44.2
